timestamp,endpoint,latency_ms,status_code,rows_processed,memory_mb,is_anomaly,anomaly_type
2026-09-01 00:00:00,/aggregate,266.3639630796955,200,31067,179.7730345806146,False,normal
2026-09-01 00:00:30,/merge,102.3565127172435,200,10191,145.45085060011485,False,normal
2026-09-01 00:01:00,/merge,159.48179507964647,200,15672,295.35687997528254,False,normal
2026-09-01 00:01:30,/process,342.427900878083,200,40723,328.9451792542966,False,normal
2026-09-01 00:02:00,/process,97.77109880872162,200,6380,276.9219278049252,False,normal
2026-09-01 00:02:30,/merge,272.0173954936026,200,35967,139.5354988678261,False,normal
2026-09-01 00:03:00,/process,186.672936219166,200,20362,270.6010973866835,False,normal
2026-09-01 00:03:30,/merge,371.6178070331811,200,44976,216.3690941603673,False,normal
2026-09-01 00:04:00,/merge,197.4128247993019,200,20524,329.6854309901331,False,normal
2026-09-01 00:04:30,/aggregate,390.17576840542966,200,46235,81.6258937708319,False,normal
2026-09-01 00:05:00,/process,88.33385331641297,502,8349,288.7062795275341,True,error_spike
2026-09-01 00:05:30,/process,140.38739026790316,200,11912,205.9183591872055,False,normal
2026-09-01 00:06:00,/process,193.4525140660798,200,22008,311.0359290320436,False,normal
2026-09-01 00:06:30,/aggregate,374.76131489610185,200,46098,243.57370198770474,False,normal
2026-09-01 00:07:00,/aggregate,364.92363810158736,200,44242,82.05267294458572,False,normal
2026-09-01 00:07:30,/aggregate,200.99175225205454,200,20221,1189.7827162549358,True,memory_spike
2026-09-01 00:08:00,/export,340.0774443364653,200,42797,223.97263778420069,False,normal
2026-09-01 00:08:30,/merge,289.8197943010264,200,33986,144.5994344038019,False,normal
2026-09-01 00:09:00,/aggregate,375.162842882494,200,49076,112.91411804601877,False,normal
2026-09-01 00:09:30,/export,361.5382745600169,200,47649,187.5340922930215,False,normal
2026-09-01 00:10:00,/process,344.64276328082525,200,41025,231.44361322585675,False,normal
2026-09-01 00:10:30,/process,256.98197235206493,200,29808,209.14746468394102,False,normal
2026-09-01 00:11:00,/aggregate,156.16797906708024,200,18757,310.0937695471083,True,memory_spike
2026-09-01 00:11:30,/process,240.709226691287,200,29188,119.9331111029916,False,normal
2026-09-01 00:12:00,/process,337.61161671642463,200,41170,263.81592192217397,False,normal
2026-09-01 00:12:30,/aggregate,97.89724818612525,200,3635,227.34962324804826,False,normal
2026-09-01 00:13:00,/aggregate,195.1050622011706,200,18615,280.5631949600078,False,normal
2026-09-01 00:13:30,/export,270.2043451764839,200,29872,191.92662422636175,False,normal
2026-09-01 00:14:00,/aggregate,288.1180498908489,200,37965,149.36389400385963,False,normal
2026-09-01 00:14:30,/aggregate,132.58902413966192,200,12131,295.50365039582584,False,normal
2026-09-01 00:15:00,/aggregate,155.6411078722016,200,14194,138.90200529039834,False,normal
2026-09-01 00:15:30,/process,191.34434588465913,200,19473,96.35469891166413,False,normal
2026-09-01 00:16:00,/process,320.6021286992364,200,37891,179.51748130835273,False,normal
2026-09-01 00:16:30,/process,178.31549709099417,200,18955,201.8442970868337,False,normal
2026-09-01 00:17:00,/aggregate,108.76196732879,502,4754,136.46172831391172,True,error_spike
2026-09-01 00:17:30,/process,411.95264494823806,200,48670,338.01096036767575,False,normal
2026-09-01 00:18:00,/process,179.18650722423828,200,18781,142.48861646410012,False,normal
2026-09-01 00:18:30,/process,257.90925493698137,200,31925,112.93070705862624,False,normal
2026-09-01 00:19:00,/merge,216.54516716281785,200,19518,258.61627544712485,False,normal
2026-09-01 00:19:30,/process,294.76343386655213,200,36275,118.64620584157653,False,normal
2026-09-01 00:20:00,/process,332.63529686391496,200,37938,155.57586504792488,False,normal
2026-09-01 00:20:30,/merge,138.7934027268778,200,8720,191.7161603908488,False,normal
2026-09-01 00:21:00,/aggregate,336.8207809052787,200,6648,153.96394481154417,True,latency_spike
2026-09-01 00:21:30,/merge,160.46114516566942,200,15283,256.52141782842784,False,normal
2026-09-01 00:22:00,/aggregate,74.63379432830004,200,4389,117.81161132358744,False,normal
2026-09-01 00:22:30,/merge,364.03897794992105,200,43885,253.92627601816253,False,normal
2026-09-01 00:23:00,/process,387.7294859922032,200,47686,111.27327507078951,False,normal
2026-09-01 00:23:30,/aggregate,120.99135770671079,200,6099,236.62490432434362,False,normal
2026-09-01 00:24:00,/aggregate,160.3897845417141,200,14631,344.2679620023064,False,normal
2026-09-01 00:24:30,/merge,382.6117161254381,200,47660,292.47065872305814,False,normal
2026-09-01 00:25:00,/process,275.4464932632047,200,29920,335.50970713606137,False,normal
2026-09-01 00:25:30,/aggregate,195.0331139007724,200,21427,227.42963679633775,False,normal
2026-09-01 00:26:00,/process,100.11984203404825,200,8068,122.80277424595579,False,normal
2026-09-01 00:26:30,/process,219.59861483376972,200,19558,179.9596248011896,False,normal
2026-09-01 00:27:00,/process,157.4822747573801,200,17239,289.6124208398625,False,normal
2026-09-01 00:27:30,/process,222.24909664894736,200,25780,115.62900295111433,False,normal
2026-09-01 00:28:00,/merge,277.637792436265,200,32551,259.3122730107068,False,normal
2026-09-01 00:28:30,/process,188.79621406776275,200,22218,167.06316398451725,False,normal
2026-09-01 00:29:00,/export,92.26266799498003,200,10682,327.7457861244203,False,normal
2026-09-01 00:29:30,/aggregate,230.00569018525513,200,23579,174.6287106481006,False,normal
2026-09-01 00:30:00,/aggregate,247.35796216522104,400,30001,167.0788469968354,False,normal
2026-09-01 00:30:30,/aggregate,189.79518291390383,200,21256,153.50094471555718,False,normal
2026-09-01 00:31:00,/aggregate,345.6547197830216,200,43160,225.7668064428023,False,normal
2026-09-01 00:31:30,/process,280.2168848649595,200,35117,337.211709421208,False,normal
2026-09-01 00:32:00,/aggregate,346.5325402304505,200,44789,225.90381759545076,False,normal
2026-09-01 00:32:30,/process,148.73928128459028,200,13887,280.17842095944604,False,normal
2026-09-01 00:33:00,/aggregate,252.5153745047125,200,23919,220.53972906512183,False,normal
2026-09-01 00:33:30,/process,119.01962921106742,200,8408,102.3522079018618,False,normal
2026-09-01 00:34:00,/export,387.1016456928203,200,46683,238.39230310395547,False,normal
2026-09-01 00:34:30,/process,179.0182215154889,200,21783,240.46963959076913,False,normal
2026-09-01 00:35:00,/aggregate,336.74255707657017,200,41141,240.9829560584442,False,normal
2026-09-01 00:35:30,/process,62.91026211760516,200,4506,160.59433507175896,False,normal
2026-09-01 00:36:00,/merge,310.8583917541957,200,35737,152.047458435247,False,normal
2026-09-01 00:36:30,/aggregate,202.66449052834508,200,22424,168.8942449318945,False,normal
2026-09-01 00:37:00,/process,360.678605909933,200,44427,88.3379986126793,False,normal
2026-09-01 00:37:30,/merge,221.1579783231924,200,24767,123.50842032856698,False,normal
2026-09-01 00:38:00,/export,86.87157286390662,200,6644,157.4890845166172,False,normal
2026-09-01 00:38:30,/export,300.9619339203439,200,39238,218.31211271191754,False,normal
2026-09-01 00:39:00,/aggregate,304.5323497758788,200,35246,326.11897469064866,False,normal
2026-09-01 00:39:30,/process,67.1584652138573,200,5541,269.23924195938093,False,normal
2026-09-01 00:40:00,/process,81.31575572772493,200,7130,219.32223790160077,False,normal
2026-09-01 00:40:30,/export,183.9792685029288,200,19904,273.50659361096234,False,normal
2026-09-01 00:41:00,/aggregate,285.4982932227289,200,35282,200.0016431076097,False,normal
2026-09-01 00:41:30,/process,326.38400173017857,200,39049,92.76962777177603,False,normal
2026-09-01 00:42:00,/merge,75.53514575722916,200,1609,265.3448223638581,False,normal
2026-09-01 00:42:30,/aggregate,171.69421206822835,400,16978,270.44681555672446,False,normal
2026-09-01 00:43:00,/aggregate,379.0137515337487,200,46706,256.9312874903367,False,normal
2026-09-01 00:43:30,/process,342.2539293564886,200,41827,310.1645422856775,False,normal
2026-09-01 00:44:00,/aggregate,81.59963475425198,200,2802,291.0579563916539,False,normal
2026-09-01 00:44:30,/process,273.056636118976,200,35947,303.81939552139113,False,normal
2026-09-01 00:45:00,/process,346.90714449579485,200,41755,92.4218670733958,False,normal
2026-09-01 00:45:30,/merge,50.38963664376688,200,2181,349.96109215058584,False,normal
2026-09-01 00:46:00,/aggregate,164.97932652613503,200,19194,238.8406440066132,False,normal
2026-09-01 00:46:30,/aggregate,184.4624753744373,200,19325,240.07034954019161,False,normal
2026-09-01 00:47:00,/process,316.90053158813913,200,39085,245.56575664149054,False,normal
2026-09-01 00:47:30,/merge,326.2510547024281,200,38341,152.91987256038237,False,normal
2026-09-01 00:48:00,/process,263.91525715927514,200,28327,161.80427740450773,False,normal
